label,score
5 stars,0.7305444478988647
5 stars,0.8028994202613831
5 stars,0.6923490166664124
5 stars,0.615681529045105
5 stars,0.7437700629234314
5 stars,0.5416528582572937
2 stars,0.3958705961704254
3 stars,0.37802207469940186
3 stars,0.44762346148490906
5 stars,0.5077207684516907
4 stars,0.5237232446670532
5 stars,0.576554000377655
5 stars,0.8966062068939209
5 stars,0.7867900729179382
5 stars,0.8639506101608276
5 stars,0.7958917021751404
5 stars,0.702366292476654
5 stars,0.6920440793037415
5 stars,0.8833673000335693
5 stars,0.9186354875564575
5 stars,0.7923616170883179
4 stars,0.47925859689712524
5 stars,0.540851354598999
4 stars,0.5044490694999695
5 stars,0.8415727019309998
5 stars,0.7580001950263977
5 stars,0.6244581341743469
5 stars,0.7920090556144714
1 star,0.466797411441803
5 stars,0.35777801275253296
