label,score
5 stars,0.8614493608474731
5 stars,0.8084424138069153
5 stars,0.6912562847137451
5 stars,0.6158209443092346
5 stars,0.5627543330192566
5 stars,0.6102466583251953
2 stars,0.41728949546813965
3 stars,0.4232349991798401
3 stars,0.37999898195266724
5 stars,0.5407430529594421
4 stars,0.5482619404792786
5 stars,0.5230342149734497
5 stars,0.7559953927993774
5 stars,0.7898974418640137
5 stars,0.7387749552726746
5 stars,0.6729544997215271
5 stars,0.7292796969413757
5 stars,0.8373295664787292
5 stars,0.8421964049339294
5 stars,0.891738772392273
5 stars,0.7731479406356812
5 stars,0.5565181970596313
4 stars,0.47794604301452637
4 stars,0.48222780227661133
5 stars,0.7842487096786499
5 stars,0.7402446866035461
5 stars,0.529654324054718
2 stars,0.24964819848537445
2 stars,0.41575244069099426
2 stars,0.4171297550201416
