label,score
5 stars,0.7025697827339172
5 stars,0.48673540353775024
5 stars,0.5820998549461365
5 stars,0.5009796023368835
4 stars,0.4628688395023346
5 stars,0.4953729510307312
2 stars,0.3798060715198517
3 stars,0.4381130635738373
3 stars,0.4208565652370453
4 stars,0.4787694811820984
4 stars,0.5382488965988159
4 stars,0.5778616070747375
5 stars,0.8132801055908203
5 stars,0.6797640323638916
5 stars,0.5765252113342285
5 stars,0.5903792381286621
5 stars,0.5229128003120422
4 stars,0.3950120210647583
5 stars,0.5981002449989319
5 stars,0.5436994433403015
4 stars,0.5056516528129578
3 stars,0.46769753098487854
3 stars,0.38894936442375183
4 stars,0.42106422781944275
5 stars,0.5419054627418518
4 stars,0.5436816811561584
4 stars,0.49859610199928284
4 stars,0.4201109707355499
4 stars,0.5031185150146484
4 stars,0.27575191855430603
