label,score
5 stars,0.5925443172454834
4 stars,0.49427610635757446
4 stars,0.5008369088172913
4 stars,0.4812503755092621
5 stars,0.5164253115653992
4 stars,0.5075040459632874
2 stars,0.42597538232803345
3 stars,0.38349270820617676
3 stars,0.49977532029151917
4 stars,0.4559967815876007
4 stars,0.5728617906570435
5 stars,0.5155745148658752
5 stars,0.8002918362617493
5 stars,0.668610692024231
4 stars,0.5906422138214111
5 stars,0.619944155216217
5 stars,0.5052182078361511
5 stars,0.44035252928733826
4 stars,0.5611637234687805
4 stars,0.5998753309249878
4 stars,0.5313781499862671
4 stars,0.4902915954589844
4 stars,0.5851975679397583
3 stars,0.47322532534599304
5 stars,0.6944677829742432
4 stars,0.4971056282520294
4 stars,0.6439670324325562
4 stars,0.4305003583431244
5 stars,0.26710882782936096
4 stars,0.2922079563140869
