label,score
5 stars,0.6350093483924866
5 stars,0.4846782684326172
4 stars,0.5704160928726196
4 stars,0.4709227383136749
4 stars,0.5262905359268188
4 stars,0.5201416015625
3 stars,0.319490522146225
3 stars,0.452045202255249
3 stars,0.4493708908557892
4 stars,0.5711608529090881
4 stars,0.6120339035987854
4 stars,0.47849756479263306
5 stars,0.8580767512321472
5 stars,0.6583114862442017
5 stars,0.5915893316268921
4 stars,0.3566194474697113
5 stars,0.6240566372871399
4 stars,0.3509058356285095
5 stars,0.5871849060058594
3 stars,0.4099022150039673
4 stars,0.5506489276885986
5 stars,0.5597332715988159
4 stars,0.479977548122406
4 stars,0.5390768051147461
5 stars,0.669158935546875
4 stars,0.6440473198890686
4 stars,0.6585272550582886
5 stars,0.4207738935947418
4 stars,0.4202410876750946
4 stars,0.43966013193130493
