label,score
5 stars,0.7893354296684265
5 stars,0.8498452305793762
5 stars,0.6630877256393433
5 stars,0.5985369682312012
5 stars,0.6734492182731628
5 stars,0.5184127688407898
3 stars,0.41087502241134644
3 stars,0.4545021057128906
2 stars,0.36652299761772156
4 stars,0.5000198483467102
5 stars,0.4896910786628723
4 stars,0.6587299108505249
5 stars,0.8476694226264954
5 stars,0.8945859670639038
5 stars,0.8288578391075134
5 stars,0.6674448251724243
5 stars,0.7559666633605957
5 stars,0.9141275882720947
5 stars,0.6756460666656494
5 stars,0.9261662364006042
5 stars,0.6815539002418518
4 stars,0.4594176113605499
5 stars,0.46119847893714905
4 stars,0.3946227431297302
5 stars,0.8230608105659485
5 stars,0.7900351881980896
5 stars,0.6829317808151245
5 stars,0.4601386785507202
5 stars,0.29795339703559875
2 stars,0.3318149447441101
