label,score
5 stars,0.8322686553001404
5 stars,0.7554911375045776
5 stars,0.7271214723587036
5 stars,0.6525715589523315
5 stars,0.4988017976284027
4 stars,0.5101496577262878
3 stars,0.41823703050613403
1 star,0.3992993235588074
2 stars,0.3466298580169678
5 stars,0.5162888169288635
4 stars,0.5210488438606262
5 stars,0.5015052556991577
5 stars,0.8750095367431641
5 stars,0.8305220007896423
5 stars,0.8441276550292969
5 stars,0.8148924708366394
5 stars,0.9172319173812866
5 stars,0.8450971841812134
5 stars,0.9000252485275269
5 stars,0.8980445265769958
5 stars,0.8204556107521057
5 stars,0.4423484802246094
4 stars,0.5328905582427979
4 stars,0.49888432025909424
5 stars,0.8286251425743103
5 stars,0.8215970993041992
5 stars,0.7197826504707336
5 stars,0.3195525109767914
1 star,0.5689507126808167
1 star,0.38092339038848877
