label,score
5 stars,0.4736543595790863
4 stars,0.5482214093208313
4 stars,0.5457736849784851
4 stars,0.48088303208351135
4 stars,0.453504741191864
4 stars,0.41330260038375854
3 stars,0.4206826090812683
3 stars,0.4210661053657532
3 stars,0.4663887023925781
4 stars,0.4813580811023712
4 stars,0.5252922177314758
4 stars,0.40729010105133057
5 stars,0.8350523710250854
5 stars,0.5382312536239624
5 stars,0.4978638291358948
5 stars,0.7085251808166504
5 stars,0.7441173791885376
4 stars,0.35821208357810974
4 stars,0.520000159740448
4 stars,0.580628514289856
4 stars,0.49289363622665405
4 stars,0.5445730686187744
4 stars,0.5241437554359436
4 stars,0.4522315561771393
5 stars,0.7477414608001709
5 stars,0.6299504637718201
4 stars,0.5659679174423218
5 stars,0.2745746672153473
5 stars,0.38198450207710266
4 stars,0.3688091039657593
