label,score
5 stars,0.8342320919036865
5 stars,0.7776877284049988
5 stars,0.7291184067726135
5 stars,0.5696480870246887
5 stars,0.4631136357784271
4 stars,0.4682091176509857
2 stars,0.42344120144844055
3 stars,0.4054960608482361
2 stars,0.34122735261917114
5 stars,0.5192728638648987
5 stars,0.5728849172592163
5 stars,0.5357058644294739
5 stars,0.7735225558280945
5 stars,0.8306536674499512
5 stars,0.8435933589935303
5 stars,0.8326771855354309
5 stars,0.8499550819396973
5 stars,0.8210578560829163
5 stars,0.916136622428894
5 stars,0.8923307061195374
5 stars,0.6364949941635132
4 stars,0.5476981401443481
4 stars,0.47464659810066223
4 stars,0.5145487189292908
5 stars,0.8298566937446594
5 stars,0.7895112037658691
5 stars,0.7167086005210876
5 stars,0.47337836027145386
5 stars,0.24532300233840942
2 stars,0.3082328736782074
