label,score
5 stars,0.7425463199615479
5 stars,0.7504296898841858
5 stars,0.7054466009140015
5 stars,0.672781765460968
5 stars,0.4996575117111206
5 stars,0.4988951086997986
2 stars,0.3844241797924042
3 stars,0.38486525416374207
4 stars,0.29540693759918213
5 stars,0.516018271446228
5 stars,0.595563530921936
5 stars,0.5505008101463318
5 stars,0.8275556564331055
5 stars,0.8330212235450745
5 stars,0.7540584802627563
5 stars,0.8784732818603516
5 stars,0.8346287608146667
5 stars,0.8174320459365845
5 stars,0.802428126335144
5 stars,0.8551538586616516
5 stars,0.7480535507202148
4 stars,0.4834110140800476
5 stars,0.48045456409454346
4 stars,0.4573554992675781
5 stars,0.7855870127677917
5 stars,0.7438307404518127
5 stars,0.7500461935997009
1 star,0.32165956497192383
4 stars,0.2892720103263855
4 stars,0.2556026577949524
