label,score
5 stars,0.5980942845344543
5 stars,0.5715882182121277
4 stars,0.5055635571479797
4 stars,0.4251919984817505
4 stars,0.48297131061553955
4 stars,0.5198100209236145
3 stars,0.3996807336807251
3 stars,0.45163553953170776
3 stars,0.392730176448822
5 stars,0.5089799165725708
4 stars,0.5489262342453003
4 stars,0.49681994318962097
5 stars,0.7817556858062744
5 stars,0.5103345513343811
4 stars,0.483291357755661
5 stars,0.5871714353561401
5 stars,0.6235381960868835
5 stars,0.4906831383705139
4 stars,0.581335723400116
4 stars,0.6162841320037842
4 stars,0.5255053043365479
4 stars,0.5284134745597839
4 stars,0.5172372460365295
4 stars,0.4196370244026184
5 stars,0.6584569215774536
5 stars,0.5859302282333374
4 stars,0.5275799036026001
5 stars,0.46733638644218445
5 stars,0.4122663140296936
4 stars,0.40259671211242676
