label,score
5 stars,0.84676194190979
5 stars,0.8312824964523315
5 stars,0.6217746734619141
5 stars,0.5995147228240967
5 stars,0.6731014847755432
5 stars,0.5549083352088928
3 stars,0.39966145157814026
2 stars,0.348995566368103
3 stars,0.3781312108039856
5 stars,0.5069886445999146
4 stars,0.5872940421104431
5 stars,0.5760275721549988
5 stars,0.8540222644805908
5 stars,0.8460376262664795
5 stars,0.811864972114563
5 stars,0.8918418884277344
5 stars,0.8576417565345764
5 stars,0.8739961385726929
5 stars,0.9042636752128601
5 stars,0.7316063642501831
5 stars,0.7358242869377136
5 stars,0.5438465476036072
4 stars,0.5029754638671875
4 stars,0.4058259129524231
5 stars,0.8901141881942749
5 stars,0.65751713514328
5 stars,0.6816368699073792
4 stars,0.39452415704727173
5 stars,0.5995107889175415
2 stars,0.2748865783214569
