label,score
4 stars,0.49233531951904297
5 stars,0.4971937835216522
4 stars,0.6127716898918152
5 stars,0.5223388075828552
4 stars,0.5399766564369202
4 stars,0.6013584733009338
3 stars,0.42371946573257446
2 stars,0.3640352189540863
3 stars,0.40010279417037964
4 stars,0.49287301301956177
4 stars,0.5907508730888367
4 stars,0.5936461091041565
5 stars,0.791395902633667
5 stars,0.5017547607421875
5 stars,0.5397868752479553
5 stars,0.586121141910553
5 stars,0.3845345377922058
5 stars,0.5831601023674011
5 stars,0.6796996593475342
4 stars,0.612663209438324
4 stars,0.6067519783973694
4 stars,0.5258854031562805
3 stars,0.46033141016960144
4 stars,0.3507568836212158
5 stars,0.6010248064994812
5 stars,0.5555745363235474
4 stars,0.5878452062606812
5 stars,0.4691270887851715
4 stars,0.4428681433200836
4 stars,0.38653627038002014
