label,score
5 stars,0.5762605667114258
4 stars,0.4972873032093048
4 stars,0.5662166476249695
5 stars,0.4949513077735901
4 stars,0.552143931388855
4 stars,0.5130569338798523
3 stars,0.40881964564323425
3 stars,0.4734281897544861
4 stars,0.3893972635269165
4 stars,0.48279625177383423
4 stars,0.5935194492340088
4 stars,0.544171154499054
5 stars,0.7626392245292664
5 stars,0.7731526494026184
5 stars,0.5475544333457947
5 stars,0.690577507019043
5 stars,0.7668256163597107
5 stars,0.7927653193473816
5 stars,0.6729261875152588
5 stars,0.5708010792732239
4 stars,0.6543185114860535
5 stars,0.546603798866272
4 stars,0.5070242285728455
4 stars,0.5179222226142883
5 stars,0.6814610362052917
5 stars,0.5164580345153809
4 stars,0.6280864477157593
5 stars,0.7210482358932495
5 stars,0.5637950301170349
4 stars,0.343513160943985
