label,score
5 stars,0.838208019733429
5 stars,0.7963875532150269
5 stars,0.7621737122535706
5 stars,0.7112265229225159
5 stars,0.5872446894645691
5 stars,0.5884872078895569
3 stars,0.4174633026123047
3 stars,0.4602818489074707
3 stars,0.37366983294487
4 stars,0.4860517084598541
4 stars,0.5239665508270264
4 stars,0.48835593461990356
5 stars,0.8547461032867432
5 stars,0.869106650352478
5 stars,0.8111921548843384
5 stars,0.8032999038696289
5 stars,0.8810069561004639
5 stars,0.919517993927002
5 stars,0.8638085126876831
5 stars,0.8641523122787476
5 stars,0.7920487523078918
5 stars,0.732332170009613
4 stars,0.4566183090209961
4 stars,0.44740980863571167
5 stars,0.8178759813308716
5 stars,0.8280156254768372
5 stars,0.7218627333641052
4 stars,0.2594129145145416
5 stars,0.26345300674438477
4 stars,0.4422083795070648
