label,score
5 stars,0.5615412592887878
4 stars,0.4705318510532379
4 stars,0.6004638075828552
4 stars,0.5353986024856567
4 stars,0.5025566816329956
4 stars,0.4882926642894745
3 stars,0.42980143427848816
4 stars,0.30938825011253357
3 stars,0.361131489276886
4 stars,0.5007086992263794
4 stars,0.6065105199813843
4 stars,0.587794840335846
5 stars,0.7606473565101624
5 stars,0.6561628580093384
5 stars,0.6431524753570557
5 stars,0.7773451805114746
5 stars,0.5935153961181641
5 stars,0.614238977432251
4 stars,0.5597274303436279
4 stars,0.6270524263381958
4 stars,0.5447798371315002
4 stars,0.5653029084205627
4 stars,0.46606138348579407
4 stars,0.5144414901733398
5 stars,0.5635122060775757
5 stars,0.5121845006942749
4 stars,0.5087338089942932
5 stars,0.5757259130477905
4 stars,0.397964209318161
4 stars,0.46766701340675354
