label,score
5 stars,0.5514470934867859
4 stars,0.5921468734741211
4 stars,0.5058375000953674
5 stars,0.5227436423301697
4 stars,0.4715387225151062
4 stars,0.5494179129600525
3 stars,0.42971041798591614
3 stars,0.4491669535636902
2 stars,0.3980936110019684
4 stars,0.49545300006866455
4 stars,0.5844743847846985
4 stars,0.6086252927780151
5 stars,0.7930484414100647
5 stars,0.5914353728294373
5 stars,0.5693668127059937
5 stars,0.49537792801856995
5 stars,0.7196669578552246
5 stars,0.6634795665740967
5 stars,0.6667113900184631
5 stars,0.666506826877594
4 stars,0.5248605012893677
4 stars,0.5697727203369141
4 stars,0.5383571982383728
4 stars,0.45701080560684204
5 stars,0.6288496851921082
4 stars,0.5972311496734619
4 stars,0.5605484843254089
5 stars,0.6609699726104736
4 stars,0.4155113399028778
4 stars,0.3930782079696655
