label,score
5 stars,0.8342751264572144
5 stars,0.8335433602333069
5 stars,0.6241097450256348
5 stars,0.6246097683906555
5 stars,0.6052694916725159
5 stars,0.6790120005607605
2 stars,0.4072411358356476
3 stars,0.3904373049736023
3 stars,0.4597100615501404
5 stars,0.574515163898468
5 stars,0.6752511858940125
5 stars,0.5785435438156128
5 stars,0.8451565504074097
5 stars,0.8663319945335388
5 stars,0.7754861116409302
5 stars,0.8686109185218811
5 stars,0.8898489475250244
5 stars,0.8763750791549683
5 stars,0.8664917349815369
5 stars,0.8499226570129395
5 stars,0.7490858435630798
5 stars,0.8277916312217712
4 stars,0.4632505178451538
4 stars,0.3449316620826721
5 stars,0.8261517882347107
5 stars,0.8130961656570435
5 stars,0.657455563545227
5 stars,0.4575434923171997
5 stars,0.5154940485954285
4 stars,0.47031089663505554
