label,score
5 stars,0.776163637638092
5 stars,0.7908018827438354
5 stars,0.7832477688789368
5 stars,0.6355412602424622
5 stars,0.7077199220657349
5 stars,0.5085560083389282
3 stars,0.3481755256652832
3 stars,0.39055269956588745
2 stars,0.35062167048454285
5 stars,0.47087764739990234
4 stars,0.5367699861526489
5 stars,0.6241707801818848
5 stars,0.8562442660331726
5 stars,0.8339380025863647
5 stars,0.8108978867530823
5 stars,0.8800386786460876
5 stars,0.9015259742736816
5 stars,0.8210969567298889
5 stars,0.8905450701713562
5 stars,0.9308515787124634
5 stars,0.6453420519828796
5 stars,0.5654059648513794
4 stars,0.4950152039527893
4 stars,0.4290373921394348
5 stars,0.8085951805114746
5 stars,0.8028364777565002
5 stars,0.6506087183952332
4 stars,0.4810377061367035
5 stars,0.35446664690971375
4 stars,0.3513653576374054
