label,score
positive,0.8700587749481201
positive,0.8535354733467102
positive,0.8149157762527466
positive,0.8474709987640381
positive,0.8409824371337891
positive,0.8626822233200073
negative,0.7462566494941711
negative,0.5770095586776733
negative,0.6111944913864136
neutral,0.7303126454353333
neutral,0.7711675763130188
neutral,0.6780703663825989
positive,0.9022204279899597
positive,0.9229230284690857
positive,0.8780327439308167
positive,0.8257277607917786
positive,0.6483160257339478
neutral,0.4098040759563446
positive,0.9070509672164917
positive,0.8552809357643127
positive,0.8222934603691101
positive,0.6633010506629944
positive,0.6631821990013123
neutral,0.8493754863739014
positive,0.9036120176315308
positive,0.8685985803604126
positive,0.8623060584068298
positive,0.5749152302742004
positive,0.6903838515281677
neutral,0.8161824941635132
